N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
4008,12/25/2005,Wolf Creek,1100000,16186348,29005064
4009,9/4/1987,The Offspring,1100000,1355728,1355728
4010,2/22/2002,Sex with Strangers,1100000,247740,247740
4011,5/18/2012,Beyond the Black Rainbow,1100000,56491,56491
4012,5/14/2003,Dracula: Pages from a Virgin's Diary,1100000,39659,84788
4013,4/7/2009,Faith Like Potatoes,1100000,0,0
4014,12/11/2009,Rocket Singh: Salesman of the Year,1070000,164649,5348767
4015,1/23/1943,Casablanca,1039000,10462500,10462500
4016,11/21/1976,Rocky,1000000,117235147,225000000
4017,1/6/2012,The Devil Inside,1000000,53261944,101758489
4018,10/7/1963,Tom Jones,1000000,37600000,37600000
4019,2/8/1976,Taxi Driver,1000000,28262574,28262574
4020,2/1/1980,The Fog,1000000,21378361,21378361
4021,5/25/2012,Chernobyl Diaries,1000000,18119640,38390020
4022,4/10/1981,The Howling,1000000,17985000,17985000
4023,5/8/1963,Dr. No,1000000,16067035,59567035
4024,9/18/1987,Hellraiser,1000000,14564000,14564000
4025,9/16/2005,Cry Wolf,1000000,10047674,15943081
4026,8/18/2000,Godzilla 2000,1000000,10037390,10037390
4027,12/29/2010,Blue Valentine,1000000,9737892,16566240
4028,12/2/2005,Transamerica,1000000,9015303,16553163
4029,1/1/1956,Love Me Tender,1000000,9000000,9000000
4030,1/1/1970,Beyond the Valley of the Dolls,1000000,9000000,9000000
4031,1/1/1949,Sands of Iwo Jima,1000000,7800000,7800000
4032,3/23/2012,October Baby,1000000,5355847,5355847
4033,6/12/2009,"Food, Inc.",1000000,4417674,4674630
4034,8/21/1998,"Next Stop, Wonderland",1000000,3395581,3465703
4035,10/21/2011,Martha Marcy May Marlene,1000000,2981038,3531038
4036,8/3/2005,Junebug,1000000,2678010,3557954
4037,8/1/2008,Frozen River,1000000,2511476,6030129
4038,11/21/2001,The Sidewalks of New York,1000000,2402459,3575308
4039,4/24/1998,Two Girls and a Guy,1000000,2057193,2315026
4040,9/29/2000,The Broken Hearts Club: A Romantic Comedy,1000000,1744858,2022442
4041,6/28/2006,Who Killed the Electric Car?,1000000,1678874,1849392
4042,7/17/1996,Walking and Talking,1000000,1287480,1615787
4043,9/19/2003,Bubba Ho-Tep,1000000,1239183,1492895
4044,12/7/2001,No Man's Land,1000000,1067481,2684207
4045,10/9/1998,Slam,1000000,1009819,1087521
4046,4/6/2001,Brigham City,1000000,852206,852206
4047,12/1/2000,Panic,1000000,779137,1425707
4048,9/8/2000,Fiza,1000000,623791,1179462
4049,2/3/2010,Ajami,1000000,621859,2721096
4050,10/23/1998,Orgazmo,1000000,582024,627287
4051,7/29/2011,The Future,1000000,568662,568662
4052,2/14/2003,All the Real Girls,1000000,549666,703020
4053,6/20/1997,Dream With The Fishes,1000000,542909,542909
4054,10/19/2007,Wristcutters: A Love Story,1000000,446165,460136
4055,5/5/2000,Luminarias,1000000,428535,428535
4056,8/22/2003,The Battle of Shaker Heights,1000000,280351,280351
4057,1/18/2008,Taxi to the Dark Side,1000000,274661,304472
4058,9/24/2004,Guiana 1838,1000000,227241,227241
4059,12/30/2002,Love Lisa,1000000,213137,213137
4060,7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,144601,206351
4061,8/22/2001,Lisa Picard is Famous,1000000,113433,113433
4062,10/30/2009,"House of the Devil, The",1000000,101215,102812
4063,9/16/2005,Chocolate: Deep Dark Secrets,1000000,49000,1549000
4064,7/1/2011,The Perfect Host,1000000,48764,48764
4065,9/25/1998,The Last Big Thing,1000000,22434,22434
4066,8/7/1998,Safe Men,1000000,21210,21210
4067,8/31/2001,Speedway Junky,1000000,17127,17127
4068,9/3/2010,16 to Life,1000000,11574,11574
4069,1/17/2007,Alone with Her,1000000,10787,844377
4070,3/19/1999,Sparkler,1000000,5494,5494
4071,3/18/2005,The Helix... Loaded,1000000,3700,3700
4072,4/21/2006,In Her Line of Fire,1000000,884,884
4073,12/13/2002,The Jimmy Show,1000000,703,703
4074,5/17/2013,Black Rock,1000000,0,0
4075,3/20/2012,Snow White: A Deadly Summer,1000000,0,0
4076,1/29/2010,Zombies of Mass Destruction,1000000,0,0
4077,12/31/2008,Steppin: The Movie,1000000,0,0
4078,10/24/2003,The Party's Over,1000000,0,0
4079,7/17/2009,The Poker House,1000000,0,0
4080,9/23/2005,Proud,1000000,0,0
4081,9/15/2006,Jimmy and Judy,1000000,0,0
4082,1/7/2014,Hidden Away,1000000,0,0
4083,12/31/2014,Doc Holliday's Revenge,1000000,0,0
4084,6/24/2014,A Fine Step,1000000,0,0
4085,12/31/2013,Heli,1000000,0,0
4086,4/24/2015,Beyond the Brick: A LEGO Brickumentary,1000000,0,0
4087,12/31/2006,Loving Annabelle,1000000,0,0
4088,6/30/2014,Walter,1000000,0,0
4089,6/1/2007,And Then Came Love,989000,8158,8158
4090,4/14/2006,Hard Candy,950000,1024640,8267066
4091,9/27/2002,Charly,950000,814666,814666
4092,8/12/2014,Jesse,950000,0,0
4093,7/28/1954,On the Waterfront,910000,9600000,9600000
4094,7/12/2013,Fruitvale Station,900000,16098998,16928069
4095,1/25/2008,"4 luni, 3 saptamani si 2 zile",900000,1196321,11993156
4096,8/26/2011,Circumstance,900000,454121,454121
4097,8/25/2006,The Quiet,900000,381420,381420
4098,1/30/2004,Latter Days,850000,833118,833118
4099,12/31/2008,Harrison Montgomery,850000,0,0
4100,10/25/2002,Time Changer,825000,1500711,1500711
4101,8/11/2009,London to Brighton,825000,0,610776
4102,12/31/2009,Crying With Laughter,820000,0,0
4103,12/30/2011,Jodaeiye Nader az Simin,800000,7098492,24426169
4104,5/10/1996,Welcome to the Dollhouse,800000,4198137,5034794
4105,3/28/2003,Raising Victor Vargas,800000,2073984,2811439
4106,8/9/2002,Pandora's Box,800000,881950,881950
4107,7/18/2007,Cama adentro,800000,200433,200433
4108,3/10/2000,Deterrence,800000,144583,371647
4109,5/7/2004,The Mudge Boy,800000,62544,62544
4110,4/11/2003,The Young Unknowns,800000,58163,58163
4111,6/19/2009,Dod sno,800000,46742,2194020
4112,2/3/2012,Kill List,800000,29063,462206
4113,8/6/2004,Saints and Soldiers,780000,1310470,1310470
4114,8/11/1973,American Graffiti,777000,115000000,140000000
4115,9/8/2006,Iraq for Sale: The War Profiteers,775000,0,0
4116,9/9/2011,Kevin Hart: Laugh at My Pain,750000,7706436,7712436
4117,4/13/2007,Aqua Teen Hunger Force: The Movie,750000,5520368,5520368
4118,6/8/2012,Safety Not Guaranteed,750000,4010957,4413188
4119,11/15/2002,Interview with the Assassin,750000,47329,47329
4120,8/29/2014,Il conformista,750000,42249,42249
4121,7/1/2005,Undead,750000,41196,229250
4122,1/23/2009,Donkey Punch,750000,19367,19367
4123,4/7/2009,Bled,750000,0,0
4124,6/25/1968,La mariée était en noir,747000,44566,44566
4125,1/1/1952,High Noon,730000,8000000,8000000
4126,10/14/1994,Hoop Dreams,700000,7768371,11768371
4127,6/24/2005,Rize,700000,3278611,4462763
4128,9/7/2001,L.I.E.,700000,1140965,1140965
4129,10/8/1999,Naturally Native,700000,10508,10508
4130,1/26/2010,B-Girl,700000,0,1160
4131,4/7/1933,King Kong (1933),672000,10000000,10000000
4132,4/10/1953,House of Wax,658000,23800000,23800000
4133,6/19/1998,Hav Plenty,650000,2301777,2301777
4134,12/31/2012,After,650000,0,0
4135,12/31/2009,Starsuckers,640000,0,0
4136,9/6/1935,Top Hat,609000,1782000,3202000
4137,7/14/1999,The Blair Witch Project,600000,140539099,248300000
4138,8/10/1977,The Kentucky Fried Movie,600000,15000000,20000000
4139,5/10/1967,Per qualche dollaro in più,600000,4300000,4300000
4140,10/31/2000,Mercy Streets,600000,173599,173599
4141,5/2/2014,Water & Power,600000,42557,42557
4142,10/19/2007,Arnolds Park,600000,23616,23616
4143,7/2/1999,Broken Vessels,600000,15030,85343
4144,8/23/2002,Crop Circles: Quest for Truth,600000,0,0
4145,8/11/1964,A Hard Day's Night,560000,12299668,12299668
4146,7/29/2011,The Harvest/La Cosecha,560000,3709,3709
4147,12/31/1931,Mata Hari,558000,900000,900000
4148,5/9/1980,Friday the 13th,550000,39754601,59754601
4149,4/27/1984,Love Letters,550000,5269990,5269990
4150,9/26/2008,Fireproof,500000,33456317,33473297
4151,11/15/1974,Benji,500000,31559560,31559560
4152,8/6/2004,Open Water,500000,30500882,55518641
4153,1/1/1977,Kingdom of the Spiders,500000,17000000,17000000
4154,5/13/2005,Mad Hot Ballroom,500000,8117961,9079042
4155,10/3/2003,The Station Agent,500000,5801558,9470209
4156,1/22/2010,To Save a Life,500000,3777210,3824868
4157,6/16/2006,Wordplay,500000,3121270,3177636
4158,10/22/1999,Beyond the Mat,500000,2047570,2047570
4159,2/1/2002,The Singles Ward,500000,1250798,1250798
4160,1/30/2004,Osama,500000,1127331,1971479
4161,6/9/2000,Groove,500000,1115313,1167524
4162,1/31/2003,The R.M.,500000,1111615,1111615
4163,7/30/1999,Twin Falls Idaho,500000,985341,1027228
4164,8/20/2004,Mean Creek,500000,603951,1348750
4165,8/23/2013,Drinking Buddies,500000,343706,343706
4166,2/13/1998,Hurricane Streets,500000,334041,367582
4167,7/12/2002,Never Again,500000,307631,308793
4168,11/19/1956,Shichinin no samurai,500000,271736,271736
4169,8/29/2003,Civil Brand,500000,254293,254293
4170,10/29/2010,Monsters,500000,237301,5639730
4171,3/24/2006,Lonesome Jim,500000,154187,602789
4172,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449
4173,9/28/2012,The Other Dream Team,500000,134109,290757
4174,1/1/1991,Johnny Suede,500000,55000,55000
4175,10/5/2007,Finishing the Game,500000,52850,52850
4176,4/18/2008,Kiss the Bride,500000,32033,32033
4177,7/11/2003,The Journey,500000,19800,19800
4178,1/10/2003,The Slaughter Rule,500000,13134,13134
4179,10/21/2005,The Californians,500000,4134,4134
4180,9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822
4181,12/31/2006,Fengkuang de Shitou,500000,0,3000000
4182,1/8/2013,Now is Good,500000,0,0
4183,12/31/2010,Drones,500000,0,0
4184,11/2/2001,Everything Put Together,500000,0,0
4185,12/31/2005,Insomnia Manica,500000,0,0
4186,12/31/2014,America Is Still The Place,500000,0,0
4187,9/25/2009,Paranormal Activity,450000,107918810,194183034
4188,1/1/1991,Straight out of Brooklyn,450000,2712293,2712293
4189,3/31/2006,Brick,450000,2075743,4243996
4190,8/22/1997,Sunday,450000,410919,450349
4191,8/11/2006,Conversations with Other Women,450000,379418,909061
4192,5/9/2008,Poultrygeist: Night of the Chicken Dead,450000,13804,13804
4193,7/11/2014,As It Is in Heaven,450000,13486,13486
