N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
823,3/22/2002,Blade 2,54000000,81676888,154338601
824,7/14/2006,"You, Me and Dupree",54000000,75802010,130402010
825,12/19/2008,Seven Pounds,54000000,69951824,166617328
826,12/25/1990,The Godfather: Part III,54000000,66520529,66520529
827,10/14/2005,Elizabethtown,54000000,26850426,50719373
828,8/1/2003,Gigli,54000000,6087542,7266209
829,6/16/2000,Shaft,53012938,70327868,107190108
830,8/5/2005,The Dukes of Hazzard,53000000,80270227,110993895
831,10/16/2009,Law Abiding Citizen,53000000,73357727,131159781
832,11/14/1997,Anastasia,53000000,58403409,139801410
833,5/18/2001,Moulin Rouge,53000000,57386369,179213196
834,11/2/2001,Domestic Disturbance,53000000,45207112,54207112
835,10/20/2006,Flags of Our Fathers,53000000,33602376,61902376
836,4/6/2007,Grindhouse,53000000,25031037,50187789
837,10/16/1998,Beloved,53000000,22852487,22852487
838,12/19/2012,Zero Dark Thirty,52500000,95720716,137720716
839,12/25/2002,Catch Me if You Can,52000000,164606800,351106800
840,7/18/2008,Mamma Mia!,52000000,144130063,602500560
841,6/2/2006,The Break Up,52000000,118806699,202944203
842,2/12/2010,Valentine's Day,52000000,110485654,217569328
843,11/22/1995,Casino,52000000,42438300,110400000
844,8/5/2011,The Change-Up,52000000,37081475,75829415
845,12/23/1998,The Thin Red Line,52000000,36400491,36400491
846,12/22/1999,Man on the Moon,52000000,34580635,47407635
847,2/5/2010,From Paris With Love,52000000,24077427,53139168
848,4/16/2003,Bulletproof Monk,52000000,23010607,23010607
849,6/23/2000,"Me, Myself & Irene",51000000,90570999,149270999
850,8/4/2006,Barnyard: The Original Party Animals,51000000,72779000,118583844
851,3/4/2011,The Adjustment Bureau,50200000,62495645,127793502
852,11/20/2009,The Twilight Saga: New Moon,50000000,296623634,709823634
853,5/18/2001,Shrek,50000000,267655011,491812794
854,6/29/2012,Ted,50000000,218665740,549515095
855,6/13/2014,22 Jump Street,50000000,191059924,327614555
856,6/14/1991,Robin Hood: Prince of Thieves,50000000,165493908,390500000
857,12/13/1996,Jerry Maguire,50000000,153952592,274000000
858,12/24/1997,As Good as it Gets,50000000,148478011,314111923
859,12/25/1998,Patch Adams,50000000,135041968,202200000
860,12/18/2013,Anchorman 2: The Legend Continues,50000000,127359575,172959575
861,6/9/2011,Super 8,50000000,127004179,260095987
862,6/28/2002,Mr. Deeds,50000000,126293452,171269535
863,3/17/2000,Erin Brockovich,50000000,125548685,257805243
864,2/7/2003,How to Lose a Guy in 10 Days,50000000,105807520,177079973
865,11/11/1994,Interview with the Vampire: The Vampire Chronicles,50000000,105264608,223564608
866,12/19/2008,Yes Man,50000000,97690976,225990976
867,2/28/2014,Non-Stop,50000000,91742160,212742160
868,12/25/1998,Stepmom,50000000,91137662,159745279
869,8/9/2013,Disney Planes,50000000,90282580,219782580
870,3/10/2006,Failure to Launch,50000000,88715192,128402901
871,3/24/2006,Inside Man,50000000,88634237,184634237
872,7/29/2011,"Crazy, Stupid, Love",50000000,84351197,148351197
873,2/5/1999,Payback,50000000,81526121,161626121
874,6/9/1995,Congo,50000000,81022333,152022333
875,3/20/2009,Knowing,50000000,79957634,187858642
876,3/18/2005,The Ring Two,50000000,75941727,161941727
877,11/26/2011,We Bought a Zoo,50000000,75624550,118924550
878,9/23/2011,Moneyball,50000000,75605492,111174374
879,6/11/2004,Garfield,50000000,75367693,200802638
880,11/24/2004,Christmas with the Kranks,50000000,73701902,96501902
881,3/17/2006,V for Vendetta,50000000,70511035,129231542
882,3/10/1995,Outbreak,50000000,67823573,67823573
883,3/13/2009,Race to Witch Mountain,50000000,67172594,105103783
884,9/24/2004,The Forgotten,50000000,66711892,117211892
885,6/22/2005,Herbie: Fully Loaded,50000000,66010682,144110682
886,2/7/2003,Shanghai Knights,50000000,60470220,88316835
887,7/18/2014,Planes: Fire and Rescue,50000000,59062911,96562911
888,2/10/2006,Curious George,50000000,58640119,70114174
889,4/6/2012,American Reunion,50000000,56758835,235385481
890,1/25/2013,Hansel & Gretel: Witch Hunters,50000000,55703475,225703475
891,2/18/2011,I am Number Four,50000000,55100437,145982797
892,9/28/2001,Don't Say a Word,50000000,54997476,104488383
893,5/8/2002,Unfaithful,50000000,52752475,119114494
894,11/23/2005,Syriana,50000000,50824620,92690959
895,9/10/2004,Resident Evil: Apocalypse,50000000,50740078,128940078
896,2/14/1997,Absolute Power,50000000,50068310,50068310
897,9/12/1997,The Game,50000000,48265581,48265581
898,8/22/1997,G.I. Jane,50000000,48169156,48169156
899,8/8/2014,Into the Storm,50000000,47353950,156353950
900,4/21/2006,Silent Hill,50000000,46982632,99982632
901,8/11/2000,The Replacements,50000000,44737059,50054511
902,7/29/1998,The Negotiator,50000000,44705766,49105766
903,5/25/1994,Beverly Hills Cop III,50000000,42586861,119180938
904,6/15/1990,Gremlins 2: The New Batch,50000000,41476097,41476097
905,9/26/1997,The Peacemaker,50000000,41263140,62967368
906,10/3/2003,Out of Time,50000000,41083108,55489826
907,11/12/2004,Bridget Jones: The Edge Of Reason,50000000,40203020,263894551
908,2/11/2000,The Beach,50000000,39778599,39778599
909,6/10/2005,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966
910,2/18/1994,On Deadly Ground,50000000,38590458,38590458
911,11/25/2009,Ninja Assassin,50000000,38122883,61622883
912,5/28/2004,Raising Helen,50000000,37485528,43340302
913,9/17/1999,For Love of the Game,50000000,35188640,46112640
914,12/11/1998,Jack Frost,50000000,34645374,34645374
915,6/4/2010,Marmaduke,50000000,33644788,84023611
916,6/28/1996,Striptease,50000000,33109743,113309743
917,10/15/2010,Hereafter,50000000,32746941,105246941
918,4/19/2002,Murder by Numbers,50000000,31874869,56643267
919,10/6/1995,Assassins,50000000,30306268,83306268
920,12/31/2008,Defiance,50000000,28644813,42268745
921,2/9/2007,Hannibal Rising,50000000,27669725,80583311
922,10/10/2014,The Judge,50000000,27506183,36206183
923,10/15/1999,The Story of Us,50000000,27100030,27100030
924,3/29/2013,The Host,50000000,26623701,58188384
925,3/28/2003,Basic,50000000,26599248,42598498
926,8/9/2002,Blood Work,50000000,26199517,26199517
927,2/13/2009,The International,50000000,25450527,53850527
928,8/9/1996,Escape from L.A.,50000000,25426861,25426861
929,2/27/2004,Twisted,50000000,25195050,40119848
930,12/10/2004,The Life Aquatic with Steve Zissou,50000000,24006726,34806726
931,8/4/1999,The Iron Giant,50000000,23159305,31333917
932,4/8/2011,Your Highness,50000000,21596445,26121638
933,9/30/2011,Dream House,50000000,21302340,39932340
934,9/4/2009,Gamer,50000000,20534907,35062683
935,2/25/2005,Man of the House,50000000,19699706,22099706
936,2/21/2003,The Life of David Gale,50000000,19694635,28920188
937,2/14/2013,Beautiful Creatures,50000000,19452138,55940671
938,9/30/2005,Into the Blue,50000000,18782227,41982227
939,10/17/2014,The Book of Life,50000000,17845584,26445584
940,9/14/2007,Eastern Promises,50000000,17181265,55367342
941,7/1/1994,Baby's Day Out,50000000,16581575,16581575
942,11/12/1999,The Messenger: The Story of Joan of Arc,50000000,14271297,14271297
943,11/3/1995,Fair Game,50000000,11497497,26097497
944,2/25/2011,Drive Angry,50000000,10721033,40886464
945,11/7/1997,Mad City,50000000,10561038,10561038
946,10/13/1995,The Scarlet Letter,50000000,10359006,10359006
947,10/14/2005,Domino,50000000,10169202,22969202
948,10/13/1995,Jade,50000000,9812870,9812870
949,2/27/2009,Street Fighter: The Legend of Chun-Li,50000000,9135036,12335036
950,3/29/2002,Death to Smoochy,50000000,8355815,8374062
951,11/13/2009,The Boat That Rocked,50000000,8017467,37472651
952,1/30/2004,The Big Bounce,50000000,6471394,6626115
953,3/3/2000,What Planet Are You From?,50000000,6291602,6291602
954,1/23/2009,Outlander,50000000,166003,1250617
955,12/31/2011,Hannibal the Conqueror,50000000,0,0
956,11/2/2001,The One,49000000,43905746,43905746
957,12/11/2009,Invictus,49000000,37491364,124491364
958,11/16/2012,Anna Karenina,49000000,12816367,70939105
959,5/24/1989,Indiana Jones and the Last Crusade,48000000,197171806,474171806
960,10/18/2002,The Ring,48000000,129094024,248218486
961,12/27/2000,Traffic,48000000,124107476,208300000
962,3/29/2002,Panic Room,48000000,95308367,196308367
963,8/6/1999,The Thomas Crown Affair,48000000,69304264,124304264
964,11/5/1999,The Bone Collector,48000000,66488090,151463090
965,10/1/1999,Three Kings,48000000,60652036,107752036
966,1/22/2010,The Tooth Fairy,48000000,60022256,112610386
967,8/17/2001,Rat Race,48000000,56607223,86607223
968,9/2/2007,3:10 to Yuma,48000000,53606916,71171825
969,10/26/2001,K-PAX,48000000,50315140,50315140
970,12/25/2001,Kate and Leopold,48000000,47095453,70937778
971,10/20/2000,Bedazzled,48000000,37879996,90376224
972,6/26/1998,Out of Sight,48000000,37562568,77562568
973,12/14/1984,The Cotton Club,48000000,25928721,25928721
974,1/25/2008,Rambo,47500000,42754105,112214531
975,6/15/1990,Dick Tracy,47000000,103738726,162738726
976,6/14/1996,The Cable Guy,47000000,60240295,102825796
977,10/19/2001,Riding in Cars with Boys,47000000,29781453,29781453
978,1/5/2007,Happily N'Ever After,47000000,15849032,37923818
979,11/27/2002,Solaris,47000000,14970038,14970038
980,6/18/2010,Jonah Hex,47000000,10547117,11022696
981,2/23/1996,Mary Reilly,47000000,5707094,12900000
982,6/20/1997,My Best Friend's Wedding,46000000,126813153,298923419
983,7/20/2001,America's Sweethearts,46000000,93607673,160648493
984,11/22/1996,Star Trek: First Contact,46000000,92027888,150000000
985,5/24/2002,Insomnia,46000000,67263182,113622499
986,9/20/2013,Prisoners,46000000,61002302,113402302
987,7/12/1996,Courage Under Fire,46000000,59003384,100833145
988,9/17/1982,Inchon,46000000,4408636,4408636
989,3/21/1997,Liar Liar,45000000,181410615,302710615
990,11/20/1998,A Bug's Life,45000000,162798565,363095319
991,10/5/2012,Taken 2,45000000,139854287,377807404
992,5/27/1994,The Flintstones,45000000,130531208,358500000
993,10/24/2003,Scary Movie 3,45000000,110000082,155200000
994,12/22/2000,Miss Congeniality,45000000,106807667,213420951
995,7/11/2008,Journey to the Center of the Earth,45000000,101704370,240904370
996,12/17/1993,The Pelican Brief,45000000,100768056,187995859
997,8/11/2004,The Princess Diaries 2: Royal Engagement,45000000,95149435,122071435
998,12/25/2007,The Bucket List,45000000,93466502,174310293
999,7/20/1994,The Client,45000000,92115211,117615211
1000,11/23/2011,The Muppets,45000000,88625922,160971922
1001,6/5/1992,Patriot Games,45000000,83287363,178100000
1002,5/13/2005,Monster-in-Law,45000000,82931301,155931301
1003,10/5/2001,Training Day,45000000,76261036,104505362
1004,12/24/1999,Galaxy Quest,45000000,71423726,90523726
1005,7/4/2001,Scary Movie 2,45000000,71277420,141189101
1006,8/21/1998,Blade,45000000,70141876,131237688
1007,1/14/2005,Coach Carter,45000000,67264877,76669806
1008,3/19/2010,The Bounty Hunter,45000000,67061228,134279918
1009,4/12/2002,Changing Lanes,45000000,66790248,66790248
1010,4/11/1997,Anaconda,45000000,65598907,136998907
1011,1/20/2006,Underworld: Evolution,45000000,62318875,111318875
1012,8/4/2000,Coyote Ugly,45000000,60786269,115786269
1013,11/7/2003,Love Actually,45000000,59472278,247967903
1014,8/9/1996,Jack,45000000,58617334,58617334
1015,10/7/1994,The Specialist,45000000,57362581,57362581
1016,8/16/1996,Tin Cup,45000000,53854588,75854588
1017,11/23/2005,"Yours, Mine and Ours",45000000,53359917,72359917
1018,5/13/2005,Kicking and Screaming,45000000,52842724,55842724
1019,4/29/2005,The Hitchhiker's Guide to the Galaxy,45000000,51019112,104019112
1020,9/21/2007,Resident Evil: Extinction,45000000,50648679,146162920
1021,12/25/2004,Fat Albert,45000000,48114556,48563556
1022,7/6/2012,Savages,45000000,47323100,79069799
1023,9/30/1994,The River Wild,45000000,46815000,94215000
1024,5/23/2014,Blended,45000000,46290741,123490741
1025,1/13/2006,Last Holiday,45000000,38399961,43343247
1026,3/3/2006,16 Blocks,45000000,36895141,65595141
1027,7/14/1995,The Indian in the Cupboard,45000000,35627222,35627222
1028,9/10/2004,Cellular,45000000,32003620,61475984
1029,7/28/2006,The Ant Bully,45000000,28142535,49610898
1030,7/18/2003,Johnny English,45000000,28013509,163126676
1031,12/14/1984,Dune,45000000,27447471,27447471
1032,7/31/2009,Aliens in the Attic,45000000,25200412,59551283
1033,9/14/2007,Across the Universe,45000000,24343673,29367143
1034,12/26/2008,Revolutionary Road,45000000,22911480,79564960
1035,8/29/2008,Babylon A.D.,45000000,22532572,70216497
1036,11/4/1994,Frankenstein,45000000,22006296,112006296
1037,10/4/1996,The Glimmer Man,45000000,20404841,36404841
1038,7/17/1996,Multiplicity,45000000,20133326,20133326
1039,1/19/2001,The Pledge,45000000,19719930,29406132
1040,12/16/2005,The Producers: The Movie Musical,45000000,19398532,32952995
1041,6/7/1996,The Phantom,45000000,17220599,17220599
1042,7/1/2005,Rebound,45000000,16809014,17492014
1043,2/19/2010,The Ghost Writer,45000000,15541549,65532491
1044,12/22/2000,All the Pretty Horses,45000000,15527125,18120267
1045,9/5/2008,Bangkok Dangerous,45000000,15298133,46598133
1046,12/20/1995,Nixon,45000000,13668249,34668249
1047,9/21/2012,Dredd,45000000,13414714,40868994
1048,1/30/1998,Deep Rising,45000000,11203026,11203026
1049,10/21/2011,Johnny English Reborn,45000000,8305970,164539660
1050,9/26/2008,Miracle at St. Anna,45000000,7916887,9110458
1051,4/5/2002,Big Trouble,45000000,7262288,8488871
1052,12/21/2006,Man cheng jin dai huang jin jia,45000000,6566773,75566773
1053,11/16/2007,Love in the Time of Cholera,45000000,4617608,31077418
1054,12/25/2002,Pinocchio,45000000,3681811,31681811
1055,1/31/1997,Shadow Conspiracy,45000000,2154540,2154540
1056,10/12/2012,Argo,44500000,136025503,221300694
1057,8/6/1993,The Fugitive,44000000,183875760,353715317
1058,5/22/1985,Rambo: First Blood Part II,44000000,150415432,300400000
1059,10/18/1996,Sleepers,44000000,53300852,165600852
1060,7/30/2010,Charlie St. Cloud,44000000,31206263,48478084
1061,2/2/1996,The Juror,44000000,22730924,22730924
1062,11/19/1980,Heaven's Gate,44000000,3484331,3484331
1063,6/28/2013,The Heat,43000000,159581587,230781587
1064,12/19/2000,Finding Forrester,43000000,51768623,80013623
1065,4/14/2000,28 Days,43000000,37035515,62063972
1066,5/13/2005,Danny the Dog,43000000,24537621,49037621
1067,4/12/2002,The Sweetest Thing,43000000,24430272,44633441
1068,1/28/2011,The Mechanic,42500000,29121498,76347393
1069,6/30/1993,The Firm,42000000,158340892,270340892
1070,3/16/2012,21 Jump Street,42000000,138447667,201938263
1071,5/28/1999,Notting Hill,42000000,116089678,363728226
1072,6/21/2000,Chicken Run,42000000,106793915,227793915
1073,1/16/2004,Along Came Polly,42000000,88073507,173044410
1074,7/1/1992,Boomerang,42000000,70052444,131052444
1075,7/10/2009,Brüno,42000000,60054530,130788243
1076,6/12/1963,Cleopatra,42000000,57000000,71000000
1077,10/12/2012,Here Comes the Boom,42000000,45290318,73239258
1078,4/5/2002,High Crimes,42000000,41543207,63781100
1079,11/15/1996,The Mirror Has Two Faces,42000000,41267469,41267469
1080,3/11/2011,Red Riding Hood,42000000,37662162,90300442
1081,1/25/2002,The Mothman Prophecies,42000000,35228696,56438555
1082,7/14/1989,License to Kill,42000000,34667015,156167015
1083,1/27/2012,One for the Money,42000000,26414527,36197221
1084,3/9/2001,15 Minutes,42000000,24375436,56331864
1085,9/16/2005,Lord of War,42000000,24149632,62142629
1086,5/28/1993,Super Mario Bros.,42000000,20844907,20844907
1087,10/2/1992,Hero,42000000,19487173,66787173
1088,1/27/2012,Man on a Ledge,42000000,18620000,45688337
1089,12/3/2010,The Warrior's Way,42000000,5666340,8514325
1090,4/18/1997,McHale's Navy,42000000,4408420,4408420
1091,5/28/2010,Micmacs,42000000,1259693,11756922
1092,12/31/2006,Les Bronzés 3: amis pour la vie,42000000,0,83833602
1093,11/8/2002,8 Mile,41000000,116724075,242924075
1094,5/11/2001,A Knight's Tale,41000000,56083966,100622586
1095,8/22/2003,The Medallion,41000000,22108977,22108977
1096,10/14/2011,The Big Year,41000000,7204138,7204138
1097,8/6/1999,The Sixth Sense,40000000,293506292,672806292
1098,7/15/2005,The Wedding Crashers,40000000,209218368,283218368
1099,6/11/2010,The Karate Kid,40000000,176591618,359091618
1100,6/19/2009,The Proposal,40000000,163958031,314709717
1101,12/13/2013,American Hustle,40000000,150117807,248961826
1102,12/25/2003,Cheaper by the Dozen,40000000,138614544,189714544
1103,7/25/2014,Lucy,40000000,126317415,415017415
1104,12/25/2013,Lone Survivor,40000000,125095601,136195601
1105,11/22/1989,Back to the Future Part II,40000000,118450002,332000000
1106,9/24/1999,Double Jeopardy,40000000,116735231,177835231
1107,7/25/2003,Spy Kids 3-D: Game Over,40000000,111760631,167851995
1108,7/24/1996,A Time to Kill,40000000,108766007,152266007
1109,7/1/1992,A League of Their Own,40000000,107533925,132440066
1110,10/1/2010,The Social Network,40000000,96962694,224922135
1111,4/12/2013,42,40000000,95020213,95020213
1112,8/7/2009,Julie & Julia,40000000,94125426,126646119
1113,2/6/2009,He's Just Not That Into You,40000000,93953653,178390243
1114,4/14/2006,Scary Movie 4,40000000,90710620,178710620
1115,2/4/2000,Scream 3,40000000,89138076,161838076
1116,5/24/1990,Back to the Future Part III,40000000,87666629,243700000
1117,4/25/2014,The Other Woman,40000000,83911193,195111193
1118,11/13/1992,Bram Stoker's Dracula,40000000,82522790,215862692
1119,2/17/2006,Eight Below,40000000,81612565,120612565
1120,12/24/1999,The Talented Mr. Ripley,40000000,81292135,128792135
1121,9/25/1992,The Last of the Mohicans,40000000,75505856,75505856
1122,10/29/2004,Ray,40000000,75305995,124823094
1123,4/1/2005,Sin City,40000000,74103820,158753820
1124,2/22/2008,Vantage Point,40000000,72266306,150792579
1125,3/20/2009,"I Love You, Man",40000000,71440011,91729503
1126,11/9/2001,Shallow Hal,40000000,70836296,70836296
1127,12/20/1991,JFK,40000000,70405498,205400000
1128,1/27/2006,Big Momma's House 2,40000000,70165972,137047376
1129,3/2/2001,The Mexican,40000000,66808615,145238250
1130,8/28/2009,The Final Destination,40000000,66477700,187384627
1131,4/17/2009,17 Again,40000000,64167069,139474906
1132,2/18/2011,Unknown,40000000,63686397,136123083
1133,6/4/2010,Get Him to the Greek,40000000,61153526,91455875
1134,11/30/2001,Behind Enemy Lines,40000000,58855732,58855732
1135,3/18/2011,The Lincoln Lawyer,40000000,58009200,87145086
1136,10/15/2004,Shall We Dance?,40000000,57887882,118097882
1137,2/15/2013,Escape From Planet Earth,40000000,57012977,74617406
1138,7/10/1998,Small Soldiers,40000000,55143823,71743823
1139,7/31/1997,Spawn,40000000,54979992,87949859
1140,1/25/2002,The Count of Monte Cristo,40000000,54228104,75389090
1141,10/20/2006,The Prestige,40000000,53089891,107896006
1142,6/16/2006,The Lake House,40000000,52330111,114830111
1143,7/9/2010,Predators,40000000,52000688,127234389
1144,8/15/2012,The Odd Life of Timothy Green,40000000,51853450,52685425
1145,7/31/1987,The Living Daylights,40000000,51185000,191200000
1146,12/8/2006,Apocalypto,40000000,50866635,121032272
1147,2/14/2007,Music and Lyrics,40000000,50572589,145021477
1148,6/18/1986,Legal Eagles,40000000,49851591,49851591
1149,3/12/2004,Secret Window,40000000,47958031,92111551
1150,8/12/2005,The Skeleton Key,40000000,47907715,92256918
1151,6/20/2014,Jersey Boys,40000000,47047013,59447013
1152,5/2/2008,Made of Honor,40000000,46012734,106548738
1153,11/21/1997,The Rainmaker,40000000,45916769,45916769
1154,2/7/1992,Medicine Man,40000000,44948240,44948240
1155,12/12/1997,Amistad,40000000,44229441,58267000
1156,5/30/2014,A Million Ways to Die in The West,40000000,42720965,86342277
1157,8/12/2011,Final Destination 5,40000000,42587643,157887643
1158,4/8/2005,Fever Pitch,40000000,42071069,50071069
1159,7/18/2014,Sex Tape,40000000,38543473,122900215
1160,4/15/2011,Scream 4,40000000,38180928,95989590
1161,12/21/1994,Ri¢hie Ri¢h,40000000,38087756,38087756
1162,8/11/2000,Autumn in New York,40000000,37752931,90717684
1163,3/18/2011,Paul,40000000,37412945,100179947
1164,12/19/2012,The Guilt Trip,40000000,37134215,37134215
1165,8/26/2011,Colombiana,40000000,36665854,71698079
1166,2/26/1999,8MM,40000000,36443442,96398826
1167,2/18/2000,Hanging Up,40000000,36037909,51867723
1168,3/1/1991,The Doors,40000000,34416893,34416893
1169,8/20/1999,Mickey Blue Eyes,40000000,33864342,53864342
1170,10/20/2000,Pay it Forward,40000000,33508922,33508922
1171,4/8/2011,Arthur,40000000,33035397,47787943
1172,3/21/2008,Drillbit Taylor,40000000,32862104,49686263
1173,12/25/2011,Extremely Loud and Incredibly Close,40000000,31847881,46247881
1174,7/1/1994,The Shadow,40000000,31835600,31835600
1175,11/10/2010,Morning Glory,40000000,31011732,60040974
1176,11/9/2005,Get Rich or Die Tryin',40000000,30981850,46437122
1177,8/25/2000,The Art of War,40000000,30199105,30199105
1178,12/25/2013,Grudge Match,40000000,29807260,69807260
1179,8/11/2000,Bless the Child,40000000,29374178,40435694
1180,11/23/2005,Rent,40000000,29077547,31670620
1181,4/2/1999,The Out-of-Towners,40000000,28544120,28544120
1182,8/23/1996,The Island of Dr. Moreau,40000000,27682712,27682712
1183,9/7/2001,The Musketeer,40000000,27053815,27053815
1184,2/29/2008,The Other Boleyn Girl,40000000,26814957,77714957
1185,2/16/2001,Sweet November,40000000,25288103,65754228
1186,4/5/2007,The Reaping,40000000,25126214,62226214
1187,1/7/2011,Season of the Witch,40000000,24827228,96502347
1188,6/3/1994,Renaissance Man,40000000,24172899,24172899
1189,5/15/1998,Quest for Camelot,40000000,22772500,38172500
1190,9/6/2002,City by the Sea,40000000,22433915,22433915
1191,1/15/1999,At First Sight,40000000,22365133,22365133
1192,1/16/2004,Torque,40000000,21176322,46176322
1193,11/13/2009,The Fantastic Mr. Fox,40000000,21002919,46498922
1194,9/22/1995,Showgirls,40000000,20350754,37750754
1195,2/16/1996,City Hall,40000000,20278055,20278055
1196,2/3/2012,Big Miracle,40000000,20157300,25615524
1197,12/21/2012,The Impossible,40000000,19019882,169590606
1198,3/9/2012,A Thousand Words,40000000,18450127,18450127
1199,10/20/2006,Marie Antoinette,40000000,15962471,60862471
1200,10/6/2000,Get Carter,40000000,14967182,19417182
1201,4/21/1995,Kiss of Death,40000000,14942422,14942422
1202,4/26/2002,"Life, or Something Like It",40000000,14448589,14448589
1203,5/15/1987,Ishtar,40000000,14375181,14375181
1204,2/28/1992,Memoirs of an Invisible Man,40000000,14358033,14358033
1205,10/23/2009,Amelia,40000000,14279575,19756077
1206,10/23/2009,Cirque du Freak: The Vampire's Assistant,40000000,14046595,34372469
1207,5/7/2004,New York Minute,40000000,14018364,21215882
1208,3/12/1999,The Deep End of the Ocean,40000000,13508635,13508635
1209,11/5/2004,Alfie,40000000,13395939,35195939
1210,8/30/2002,FearDotCom,40000000,13208023,13208023
1211,11/7/2008,Soul Men,40000000,12082391,12345883
1212,8/20/1999,Universal Soldier II: The Return,40000000,10447421,10717421
1213,9/25/2009,Pandorum,40000000,10330853,17033431
1214,9/26/2003,Duplex,40000000,9652000,10070651
1215,8/16/2013,Paranoia,40000000,7388654,16173593
1216,8/1/1980,Raise the Titanic,40000000,7000000,7000000
1217,1/4/2002,Impostor,40000000,6114237,6114237
1218,11/27/2002,Extreme Ops,40000000,4835968,12624471
1219,4/6/2001,Just Visiting,40000000,4777007,16172200
1220,7/20/2007,Sunshine,40000000,3688560,32030610
1221,3/11/1994,The Hudsucker Proxy,40000000,2816518,14938149
1222,7/1/1986,Pirates,40000000,1641825,6341825
1223,12/12/2008,Delgo,40000000,915840,915840
1224,10/13/2006,Alex Rider: Operation Stormbreaker,40000000,659210,9351567
1225,11/20/2009,Red Cliff,40000000,627047,119627047
1226,9/24/2004,The Last Shot,40000000,463730,463730
1227,4/2/2010,The Warlords,40000000,129078,38899792
1228,3/16/2007,Nomad,40000000,79123,79123
1229,12/31/2001,Imposter,40000000,0,0
1230,8/14/2009,The Time Traveler's Wife,39000000,63414846,98666635
1231,6/17/1983,Superman III,39000000,59950623,59950623
1232,2/2/2007,Because I Said So,39000000,42674040,69538833
1233,10/5/2012,Frankenweenie,39000000,35287788,81150788
1234,3/29/1996,Sgt. Bilko,39000000,30356589,37956589
1235,9/30/2005,Serenity,39000000,25514517,38514517
1236,2/20/2004,Against the Ropes,39000000,5881504,6429865
1237,1/8/2013,Yi dai zong shi,38600000,6594959,57987299
1238,6/22/2001,The Fast and the Furious,38000000,144512310,206512310
1239,9/27/2002,Sweet Home Alabama,38000000,127214072,182365114
1240,7/24/2009,The Ugly Truth,38000000,88915214,205230042
1241,8/7/2002,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
1242,11/18/1994,Star Trek: Generations,38000000,75671262,120000000
1243,12/19/1997,Mouse Hunt,38000000,61894591,61894591
1244,4/22/2011,Water for Elephants,38000000,58709717,116809717
1245,10/8/2010,Life as We Know It,38000000,53374681,105887837
1246,12/29/1999,The Hurricane,38000000,50699241,73956241
1247,9/6/2013,Riddick,38000000,42025135,92425135
1248,3/23/2001,Heartbreakers,38000000,40334024,57753825
1249,5/24/2002,Enough,38000000,39177215,39177215
1250,2/6/2009,Push,38000000,31811527,44411527
1251,9/20/2013,Rush,38000000,26947624,95224595
1252,5/18/2001,Angel Eyes,38000000,24044532,29544532
1253,12/21/2001,Joe Somebody,38000000,22770864,24515990
1254,3/10/2000,The Ninth Gate,38000000,18653746,58394308
1255,9/27/1996,Extreme Measures,38000000,17378193,17378193
1256,9/7/2001,Rock Star,38000000,16991902,19317765
1257,10/14/2011,The Thing,38000000,16928670,27501814
1258,2/2/1996,White Squall,38000000,10229300,10229300
1259,10/10/2008,City of Ember,38000000,7871693,11817059
1260,10/31/1997,Switchback,38000000,6504442,6504442
1261,11/30/2001,Texas Rangers,38000000,623374,623374
1262,8/26/2008,Virgin Territory,38000000,0,5473041
1263,5/18/2012,What to Expect When You're Expecting,37500000,41152203,80652203
1264,9/14/2012,The Master,37500000,16247159,25116740
1265,10/4/2008,The Express,37500000,9793406,9808102
1266,11/21/2008,Twilight,37000000,192769854,397923934
1267,8/7/2013,We're the Millers,37000000,150394119,270000119
1268,9/17/2010,The Town,37000000,92186262,152566881
1269,9/23/2011,Dolphin Tale,37000000,72286779,96068724
1270,9/12/2008,Burn After Reading,37000000,60355347,163415735
1271,4/4/2008,Nim's Island,37000000,48006762,94081683
1272,2/26/2010,Cop Out,37000000,44875481,55909910
1273,1/28/2011,The Rite,37000000,33047633,96047633
1274,7/18/2008,Space Chimps,37000000,30105968,67029956
1275,12/17/1999,Magnolia,37000000,22450975,48446802
1276,12/31/2009,Obitaemyy ostrov,36500000,0,15000000
1277,2/11/2011,Gnomeo and Juliet,36000000,99967670,193737977
1278,2/15/2002,John Q,36000000,71026631,102226631
1279,9/17/1999,Blue Streak,36000000,68208190,117448157
1280,10/7/1983,Never Say Never Again,36000000,55500000,160000000
1281,3/26/2010,Hot Tub Time Machine,36000000,50269859,63209958
1282,5/2/1997,Breakdown,36000000,50159144,50159144
1283,2/25/2011,Hall Pass,36000000,45060734,83693266
1284,9/12/2014,Dolphin Tale 2,36000000,40842898,43942898
1285,4/4/2003,A Man Apart,36000000,26500000,43797731
1286,2/25/2000,Reindeer Games,36000000,23360779,23360779
1287,12/24/1999,Snow Falling on Cedars,36000000,14378353,14378353
1288,12/20/1996,Ghosts of Mississippi,36000000,13052741,13052741
1289,10/24/1997,Gattaca,36000000,12532777,12532777
1290,1/28/2000,Isn't She Great,36000000,2954405,2954405
1291,5/6/2011,There Be Dragons,36000000,1069334,4020990
1292,3/28/2003,Head of State,35200000,37788228,38283765
